tblInstallBase_Ident Item Id,Ident Asset Num,Country,SEN Connectivity,Overall Status,Substatus,Last Pour,Equip Serial Num Upper Case
9402193,70046389,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 48 PM,6201605PT035
9398364,70046500,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 48 PM,6201603PT272
9377566,70041945,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 16 PM,6201549PT004
9391861,70046108,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 43 PM,6201602PT523
9408037,70046650,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201606PT347
9391864,70046111,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,01-29-2016 03: 33: 06 PM,6201602PT508
9385411,70043541,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 36 PM,6201549PT064
9402170,70046412,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201605PT093
9355863,70042061,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 47: 03 PM,6201544PT002
9389462,70043602,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 58 PM,6201552PT035
9391879,70046126,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 53 PM,6201602PT519
9390960,70043606,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 43 PM,6201602PT533
9412660,70049523,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 51 PM,6201608PT122
9361726,70041923,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201544PT104
9408732,70046803,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 55 PM,6201606PT356
9404934,70046781,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 00 PM,6201605PT054
9404303,70046766,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 17 PM,6201606PT069
9406148,70046326,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 58 PM,6201606PT287
9415748,70049864,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 23: 08 PM,6201608PT120
9406157,70046335,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 05 PM,6201606PT317
9408743,70046814,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 03 PM,6201607PT020
9399674,70046539,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 01: 36: 47 AM,6201604PT223
9406155,70046333,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 11 PM,6201606PT312
9404308,70046768,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 37 PM,6201606PT277
9408034,70046647,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 15 PM,6201606PT343
9412404,70049722,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 46 PM,6201608PT154
9386418,70043821,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 47 PM,6201552PT011
9371725,70042070,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 51: 58 PM,6201547PT321
9387361,70042179,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 03: 08 PM,6201552PT052
9379420,70042242,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 48: 55 PM,6201551PT323
9386426,70043829,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 19 PM,6201551PT259
9391880,70046127,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 06 PM,6201602PT521
9412667,70049530,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-11-2016 01: 05: 07 AM,6201608PT139
9394188,70046456,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 00 PM,6201603PT258
9405337,70046574,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 14 PM,6201606PT002
9376803,70041958,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 39 PM,6201548PT221
9355865,70042059,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 10: 16: 47 AM,6201544PT004
9408044,70046657,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 41 PM,6201606PT354
9404932,70046782,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 31: 06 PM,6201605PT052
9408747,70046818,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 15 PM,6201606PT333
9374468,70043508,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 21 PM,6201547PT358
9396085,70046103,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 01: 18: 16 PM,6201604PT058
9406147,70046325,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 15 PM,6206106PT322
9400318,70046286,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 33 PM,6201604PT145
9396068,70046086,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 07 PM,6201604PT102
9415800,70049654,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 21 PM,6201608PT388
9415737,70049704,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 54: 59 PM,6201608PT071
9404930,70046783,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 27 PM,6201605PT034
9371127,70041641,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 00 PM,6201547PT350
9371132,70043728,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-17-2016 02: 01: 11 AM,6201547PT351
9411213,70046318,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 58 PM,6201608PT060
9391858,70046105,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 15 PM,6201602PT546
9412875,70048425,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 02: 46: 32 PM,6201607PT222
9367332,70041623,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 13: 56 PM,6201547PT019
9398388,70046524,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 12: 40: 59 PM,6201604PT144
9408052,70046665,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 51 PM,6201607PT009
9411223,70048385,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 44 PM,6201608PT113
9379300,70043859,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 43 PM,6201550PT388
9367336,70041627,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 40 PM,6201547PT011
9402662,70046759,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 06: 00 PM,6201605PT106
9399693,70046558,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 12 PM,6201605PT002
9405369,70046606,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 35 PM,6201606PT272
9369861,70043478,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 09 PM,6201547PT023
9366422,70041848,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 10: 02: 09 PM,6201545PT203
9391876,70046123,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 42 PM,6201602PT520
9399689,70046554,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 09 PM,6201604PT183
9346047,70041909,Canada,Transmitting Data,Connected & Reporting,No Action,06-12-2016 09: 43: 15 PM,6201540PT095
9415751,70049867,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 05: 08 PM,6201608PT131
9367331,70041622,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 40 PM,6201547PT027
9358911,70041603,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 39: 19 PM,6201544PT125
9415750,70049866,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201608PT140
9377568,70041947,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201549PT026
9369866,70043483,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 02 PM,6201547PT219
9399663,70046528,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 51 PM,6201604PT154
9408739,70046810,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 48: 28 PM,6201606PT340
9408049,70046662,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 25 PM,6201607PT006
9345145,70041666,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-20-2016 10: 42: 42 PM,6201540PT094
9391862,70046109,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 56: 59 PM,6201602PT504
9368132,70042081,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 13 PM,6201547PT017
9398325,70046734,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 40 PM,6201604PT135
9398324,70046737,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 02: 33 PM,6201604PT133
9412880,70048430,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 01 PM,6201607PT224
9353514,70042047,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 23: 52 AM,6201543PT059
9379421,70042243,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 22 PM,6201551PT324
9408043,70046656,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 57 PM,6201606PT353
9390980,70043626,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 28: 36 PM,6201602PT621
9349585,70041679,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 27: 32 PM,6201542PT023
9398385,70046521,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 14 PM,6201604PT118
9412674,70049537,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 12: 15: 17 PM,6201608PT161
9353491,70041700,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 24 PM,6201543PT004
9408035,70046648,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 18 PM,6201606PT345
9352149,70041590,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 55: 03 PM,6201543PT008
9362965,70041782,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 45: 38 PM,6201543PT127
9369864,70043481,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 58 PM,6201547PT217
9398369,70046505,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 32 PM,6201604PT030
9353517,70042050,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 08: 07 PM,6201543PT056
9367337,70041628,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 17: 23 PM,6201547PT003
9360452,70041743,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 25: 24 PM,6201544PT136
9371809,70043502,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 12: 49: 18 AM,6201547PT327
9398366,70046502,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 39 PM,6201604PT011
9361723,70041920,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 09: 15: 47 PM,6201545PT018
9355861,70042063,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,11-20-2015 09: 07: 24 PM,6201543PT113
9362969,70041786,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 38 PM,6201545PT031
9391877,70046124,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 24: 50 PM,6201602PT502
9371720,70042075,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 42 PM,6201547PT245
9399668,70046533,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 59 PM,6201604PT172
9411229,70048391,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 18: 51 PM,6201608PT114
9386250,70043817,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 04: 41 PM,6201552PT046
9394182,70046450,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 34 PM,6201603PT246
9360451,70041742,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-01-2016 02: 18: 08 AM,6201544PT137
9412403,70049721,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 23 PM,6201608PT144
9408048,70046661,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 20 PM,6201607PT005
9391883,70046130,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 58: 28 PM,6201602PT507
9398372,70046508,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 58 PM,6201604PT041
9405344,70046581,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 09 PM,6201606PT033
9355864,70042060,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,04-27-2016 09: 23: 39 PM,6201544PT003
9408746,70046817,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 31 PM,6201606PT337
9408038,70046651,Canada,Not Connected,Activation / Installation Issues,NUC Uninstalled,,6201606PT348
9390974,70043620,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 03 PM,6201602PT607
9411218,70048380,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 13: 29 PM,6201608PT050
9402183,70046399,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 54 PM,6201605PT104
9411215,70046320,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 06: 36 PM,6201608PT109
9386427,70043830,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 09: 01 PM,6201551PT261
9405354,70046591,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 16: 50 PM,6201606PT058
9405347,70046584,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 29: 28 PM,6201606PT051
9403922,70044860,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 57: 48 PM,6201605PT026
9387522,70044866,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-09-2016 09: 32: 17 AM,6201553PT029
9403931,70044851,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 07: 27 PM,6201605PT043
9388961,70045035,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 23: 40 PM,6201552PT123
9359634,70040519,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 47: 02 PM,6201545PT040
9379186,70044916,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 28 PM,6201550PT366
9388978,70045052,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,02-10-2016 09: 24: 30 AM,6201602PT308
9388962,70045036,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,06-06-2016 01: 45: 25 AM,6201552PT125
9414206,70031609,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 00: 35 PM,6201608PT013
9374371,70030817,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 22: 50 PM,6201548PT204
9379191,70044921,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 32: 39 PM,6201550PT240
9413483,70044807,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 15: 01 PM,6201607PT244
9388960,70045034,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 55: 24 PM,6201552PT088
9403923,70044859,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 26: 30 PM,6201605PT027
9388956,70045030,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 27 PM,6201552PT038
9387517,70044871,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 19: 29 PM,6201552PT126
9388966,70045040,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 59: 47 PM,6201553PT007
9372713,70040685,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 02: 48: 09 PM,6201547PT317
9379190,70044920,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 14: 41 PM,6201550PT329
9366096,70040562,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 17: 41 PM,6201547PT015
9388958,70045032,Canada,Not Connected,Activation / Installation Issues,Validate Installation SOP,,6201552PT086
9407351,70044836,Canada,Transmitting Data,Connected & Reporting,No Action,06-08-2016 02: 33: 26 PM,6201605PT217
9403926,70044856,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-06-2016 12: 19: 33 PM,6201605PT030
9388957,70045031,Canada,Not Connected,Technical Issues,Remote Troubleshooting / Technical Visit,05-18-2016 10: 38: 00 PM,6201552PT064
9414202,70031605,Canada,Not Connected,MEM Remediation in progress for SEN Connectivity - Canada,MEM to Submit SEN Onboarding Form,,6201608PT044
9388964,70045038,Canada,Transmitting Data,Connected & Reporting,No Action,06-13-2016 08: 17: 57 PM,6201553PT002
9381877,70044926,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 41 PM,6201550PT340
9387516,70044872,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 29 PM,6201552PT120
9374444,70031595,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 21: 40 PM,6201548PT208
9403930,70044852,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 10: 36 PM,6201605PT040
9354876,70038946,Canada,Not Connected,Activation / Installation Issues,Validate Modem Connected to NUC & Installation SOP,,6201543PT112
9374443,70031596,Canada,Transmitting Data,Connected & Reporting,No Action,06-14-2016 03: 20: 34 PM,6201548PT210
